step,omega,grad_hat,grad_se,grad_norm,true_grad_norm,bellman_error,distance_to_target,omega_0,grad_hat_0,grad_se_0,omega_star_0,omega_1,grad_hat_1,grad_se_1,omega_star_1,omega_2,grad_hat_2,grad_se_2,omega_star_2,omega_3,grad_hat_3,grad_se_3,omega_star_3
195,"[0.3228172565, -0.3371996666, 0.4191436833, 0.1432058771]","[-0.003019408824, 0.003920337669, -0.001401414601, 0.001111740303]","[0.001711812814, 0.002228389623, 0.002320388691, 0.003225027142]",0.005261730368848614,0.006372553951580278,0.00027342547814423345,0.28360464236022886,0.3228172565195015,-0.0030194088242012336,0.0017118128140332402,0.55,-0.3371996666210704,0.003920337669320548,0.002228389622681487,-0.35,0.4191436832748888,-0.00140141460106947,0.0023203886905384828,0.25,0.1432058770588361,0.001111740302955292,0.0032250271422985394,0.15
196,"[0.322968227, -0.3373956835, 0.419213754, 0.14315029]","[-0.002985746353, 0.003846811209, -0.001356697772, 0.001089913285]","[0.001711806686, 0.002228335162, 0.002320464301, 0.003225337845]",0.005171187250070231,0.006327960168699776,0.00027253415504379047,0.28351809084185714,0.32296822696071154,-0.002985746352607536,0.001711806686082561,0.55,-0.33739568350453647,0.003846811209476687,0.002228335161606799,-0.35,0.4192137540049423,-0.0013566977716715823,0.002320464300662802,0.25,0.14315029004368834,0.0010899132847000167,0.0032253378454164066,0.15
197,"[0.3231175143, -0.3375880241, 0.4192815889, 0.1430957944]","[-0.002952718258, 0.003774679218, -0.001312838412, 0.001068474319]","[0.001711801086, 0.00222828206, 0.002320538737, 0.00322564235]",0.005082512211371058,0.006285286832525943,0.0002716802816977901,0.28343190340435687,0.3231175142783419,-0.002952718258277157,0.0017118010855011615,0.55,-0.3375880240650103,0.00377467921793531,0.002228282059753457,-0.35,0.4192815888935259,-0.0013128384121022035,0.0023205387369398017,0.25,0.14309579437945336,0.001068474319470932,0.003225642349597723,0.15
198,"[0.3232651502, -0.337776758, 0.4193472308, 0.1430423707]","[-0.002920312204, 0.003703915437, -0.001269819787, 0.00104741706]","[0.001711795981, 0.002228230277, 0.002320611994, 0.003225940731]",0.004995671899260086,0.006244478212621339,0.0002708622831235495,0.2833460657086137,0.32326515019125573,-0.0029203122041512753,0.0017117959812357685,0.55,-0.33777675802590706,0.0037039154372834142,0.0022282302773039774,-0.35,0.419347230814131,-0.0012698197865206012,0.002320611994092662,0.25,0.1430423706634798,0.001047417060466546,0.00322594073075791,0.15
199,"[0.3234111658, -0.3379619538, 0.4194107218, 0.1429899998]","[-0.002888516106, 0.003634494095, -0.001227625504, 0.001026735235]","[0.001711791344, 0.002228179776, 0.002320684068, 0.003226233065]",0.004910633589173002,0.006205479183530745,0.00027007864667624216,0.2832605639767821,0.3234111658014633,-0.002888516106184469,0.0017117913436128975,0.55,-0.3379619537977712,0.003634494095456823,0.0022281797757255683,-0.35,0.419410721803457,-0.00122762550419656,0.0023206840679872863,0.25,0.1429899998104565,0.0010267352350838428,0.003226233064985654,0.15
200,"[0.3235555916, -0.3381436785, 0.4194721031, 0.142938663]","[-0.002857318128, 0.003566389897, -0.001186239512, 0.001006422646]","[0.001711787144, 0.002228130518, 0.002320754956, 0.003226519428]",0.004827365171751576,0.006168235262794858,0.0002693279196507197,0.28317538497096795,0.3235555916067725,-0.002857318127525436,0.0017117871442831787,0.55,-0.33814367850254407,0.003566389897220568,0.0022281305177256423,-0.35,0.41947210307866684,-0.001186239511500863,0.002320754955571448,0.25,0.14293866304870229,0.0010064226457666362,0.0032265194284773176,0.15
201,"[0.3236984575, -0.338321998, 0.4195314151, 0.1428883419]","[-0.002826706673, 0.003499578016, -0.001145646084, 0.0009864731707]","[0.001711783356, 0.002228082467, 0.002320824655, 0.003226799897]",0.004745835139310399,0.006132692648270018,0.00026860870697432504,0.28309051597270474,0.3236984575131488,-0.002826706672860264,0.0017117833561678367,0.55,-0.3383219979974051,0.003499578015775176,0.0022280824672089913,-0.35,0.41953141505424185,-0.0011456460841201034,0.002320824654816759,0.25,0.14288834191641395,0.0009864731707268884,0.0032267998974757394,0.15
202,"[0.3238397928, -0.3384969769, 0.4195886974, 0.1428390183]","[-0.002796670383, 0.003434034084, -0.001105829819, 0.0009668807645]","[0.001711779953, 0.002228035589, 0.002320893165, 0.003227074548]",0.004666012572487952,0.006098798254489809,0.0002679196689872696,0.2830059447631957,0.3238397928467918,-0.0027966703829130205,0.0017117799534072447,0.55,-0.33849697689819386,0.0034340340844887605,0.002228035589236488,-0.35,0.41958869735844784,-0.0011058298194922206,0.002320893164663029,0.25,0.1428390182578776,0.0009668807645433938,0.0032270745482120763,0.15
203,"[0.3239796264, -0.3386686786, 0.4196439888, 0.1427906742]","[-0.002767198129, 0.003369734189, -0.001066775629, 0.0009476394586]","[0.001711776911, 0.00222798985, 0.002320960485, 0.003227343457]",0.0045878671270785185,0.006066499747823338,0.000267259519307285,0.2829216596042917,0.32397962636593747,-0.002767198129098681,0.0017117769113114548,0.55,-0.3386686786024183,0.003369734188753818,0.002227989849985286,-0.35,0.41964398884942244,-0.0010667756294538903,0.002320960484965036,0.25,0.14279067421965042,0.0009476394586483613,0.0032273434568510927,0.15
204,"[0.3241179863, -0.3388371653, 0.4196973276, 0.1427432922]","[-0.002738279008, 0.003306654858, -0.001028468733, 0.0009287433617]","[0.001711774206, 0.002227945217, 0.002321026616, 0.003227606699]",0.004511369021040086,0.0060357455802044465,0.000266627022775355,0.2828376492201805,0.3241179862723924,-0.002738279008321446,0.001711774206312665,0.55,-0.338837165311856,0.003306654857968733,0.002227945216710466,-0.35,0.4196973276308951,-0.001028468733089884,0.0023210266164416854,0.25,0.142743292246718,0.000928743361706862,0.0032276066994397,0.15
205,"[0.3242549002, -0.3390024981, 0.4197487511, 0.1426968551]","[-0.002709902338, 0.003244773058, -0.0009908946498, 0.0009101866599]","[0.001711771816, 0.002227901658, 0.002321091561, 0.003227864352]",0.004436489021676716,0.0060064850212281145,0.000266020993479486,0.28275390277975876,0.3242549002228085,-0.0027099023379150763,0.0017117718159195177,0.55,-0.3390024980547544,0.0032447730576419644,0.002227901657708076,-0.35,0.4197487510675496,-0.0009908946497800247,0.0023210915606273726,0.25,0.14269685507863267,0.0009101866598992594,0.003227864351858708,0.15
206,"[0.3243903953, -0.3391647367, 0.4197982958, 0.1426513457]","[-0.002682057651, 0.003184066182, -0.0009540391924, 0.0008919636171]","[0.001711769719, 0.002227859142, 0.00232115532, 0.00322811649]",0.004363198432992779,0.005978668188432687,0.00026544029285355486,0.28267040987966424,0.32439039533970426,-0.002682057650720115,0.0017117697186731725,0.55,-0.3391647367076365,0.0031840661816195616,0.0022278591422794747,-0.35,0.41979829580003863,-0.0009540391924374487,0.00232115531982538,0.25,0.1426513457456377,0.0008919636171079311,0.0032281164897769226,0.15
207,"[0.3245244982, -0.33932394, 0.4198459978, 0.1426067476]","[-0.00265473469, 0.003124512044, -0.0009178884609, 0.000874068575]","[0.001711767894, 0.002227817641, 0.002321217897, 0.003228363189]",0.004291469083215127,0.005952246075610528,0.00026488382784842213,0.28258716052794164,0.3245244982222403,-0.00265473469029175,0.0017117678941050963,0.55,-0.3393239400167175,0.0031245120444335583,0.0022278176406969985,-0.35,0.4198459977596605,-0.0009178884609272484,0.0023212178970634877,0.25,0.1426067475647823,0.0008740685750209039,0.0032283631886087,0.15
208,"[0.324657235, -0.3394801656, 0.4198918922, 0.1425630441]","[-0.002627923406, 0.003066088874, -0.0008824288357, 0.0008564959532]","[0.001711766323, 0.002227777124, 0.002321279296, 0.003228604523]",0.00422127331248391,0.005927170579012969,0.00026435054917257775,0.28250414512832067,0.32465723495675486,-0.0026279234062363322,0.001711766322696482,0.55,-0.3394801656189392,0.0030660888737713827,0.002227777124170834,-0.35,0.4198918921827069,-0.0008824288356646708,0.0023212792960514137,0.25,0.14256304413603127,0.0008564959531526918,0.0032286045234736363,0.15
209,"[0.3247886311, -0.3396334701, 0.4199360136, 0.1425202193]","[-0.00260161395, 0.003008775303, -0.0008476469714, 0.0008392402488]","[0.001711764986, 0.002227737565, 0.002321339521, 0.003228840569]",0.004152583960708674,0.00590339452133996,0.00026383944959968423,0.2824213544650826,0.3247886311270667,-0.0026016139496700254,0.001711764985839261,0.55,-0.33963347006262773,0.003008775303064735,0.002227737564817094,-0.35,0.4199360136244901,-0.0008476469713829359,0.0023213395211401948,0.25,0.14252021933837364,0.0008392402487907251,0.003228840569158931,0.15
210,"[0.3249187118, -0.3397839088, 0.419978396, 0.1424782573]","[-0.002575796669, 0.002952550364, -0.0008135297911, 0.0008222960369]","[0.001711763866, 0.002227698936, 0.002321398577, 0.0032290714]",0.004085374355590073,0.005880871673428225,0.0002633495623405145,0.2823387796884941,0.3249187118245502,-0.00257579666879698,0.001711763865798629,0.55,-0.339783908827781,0.0029525503641968736,0.0022276989356270404,-0.35,0.41997839597305925,-0.000813529791066378,0.0023213985772833987,0.25,0.1424782573259341,0.0008222960368722352,0.003229071400084261,0.15
211,"[0.3250475017, -0.3399315363, 0.4200190725, 0.1424371425]","[-0.002550462105, 0.00289739348, -0.00078006448, 0.0008056579698]","[0.001711762946, 0.00222766121, 0.00232145647, 0.00322929709]",0.004019618300806626,0.005859556773574729,0.00026287995947683754,0.2822564123007875,0.32504750165799,-0.0025504621046027343,0.0017117629456770307,0.55,-0.3399315363459908,0.002897393480327223,0.002227661210437396,-0.35,0.42001907246261255,-0.0007800644800446833,0.0023214564699999773,0.25,0.1424371425240905,0.0008056579697954062,0.0032292970902686163,0.15
212,"[0.3251750248, -0.340076406, 0.4200580757, 0.1423968596]","[-0.002525600987, 0.002843284459, -0.0007472384802, 0.0007893207772]","[0.001711762209, 0.002227624364, 0.002321513205, 0.003229517713]",0.003955290064365657,0.005839405544454817,0.00026242975045492526,0.28217424414266745,0.32517502476322013,-0.002525600986658054,0.0017117622093795618,0.55,-0.34007640602000716,0.002843284458832463,0.002227624363901734,-0.35,0.4200580756866148,-0.000747238480239051,0.0023215132053389102,0.25,0.14239685962560075,0.000789320777170707,0.003229517713299646,0.15
213,"[0.3253013048, -0.3402185702, 0.4200954376, 0.1423573936]","[-0.002501204229, 0.002790203484, -0.0007150394846, 0.0007732792655]","[0.001711761642, 0.002227588371, 0.00232156879, 0.003229733342]",0.0038923643671205824,0.005820374707615214,0.0002619980806364211,0.2820922673803235,0.32530130481255304,-0.0025012042290316495,0.0017117616415807146,0.55,-0.34021857024294877,0.00279020348436223,0.0022275883714628786,-0.35,0.42009543761062673,-0.0007150394845604725,0.002321568789845325,0.25,0.1423573935867422,0.0007732792655157442,0.003229733342304785,0.15
214,"[0.325426365, -0.3403580804, 0.4201311896, 0.1423187296]","[-0.002477262926, 0.002738131112, -0.0006834554314, 0.0007575283179]","[0.001711761228, 0.002227553209, 0.002321623231, 0.00322994405]",0.003830816371453552,0.0058024219955426,0.00026158412990441213,0.282010474492932,0.3254263650240046,-0.002477262926305669,0.001711761227692438,0.55,-0.34035808041716686,0.0027381311120089633,0.0022275532093263004,-0.35,0.42013118958485474,-0.000683455431449362,0.002321623230528266,0.25,0.14231872962346642,0.0007575283178990446,0.003229944049924629,0.15
215,"[0.3255502282, -0.340494987, 0.4201653624, 0.1422808532]","[-0.00245376835, 0.002687048261, -0.0006524744996, 0.0007420628935]","[0.001711760954, 0.002227518854, 0.002321676535, 0.003230149908]",0.0037706216701268646,0.005785506161326108,0.0002611871113226209,0.28192885826062675,0.3255502281703199,-0.0024537683496932655,0.0017117609538334336,0.55,-0.3404949869727673,0.0026870482605898744,0.0022275188544344507,-0.35,0.4201653623564272,-0.0006524744995575688,0.002321676534829841,0.25,0.14228085320757147,0.0007420628935352629,0.0032301499082880124,0.15
216,"[0.3256729166, -0.3406293394, 0.4201979861, 0.1422437501]","[-0.002430711943, 0.002636936206, -0.0006220851026, 0.0007268780273]","[0.001711760807, 0.002227485284, 0.002321728711, 0.003230350989]",0.003711756275304273,0.005769586985949964,0.00026080626984570214,0.28184741175292294,0.32567291658780456,-0.0024307119432535034,0.0017117608067996684,0.55,-0.3406293393857968,0.0026369362060408626,0.0022274852844420033,-0.35,0.4201979860814051,-0.0006220851025650975,0.002321728710595771,0.25,0.14224375006289472,0.000726878027335274,0.0032303509889886686,0.15
217,"[0.3257944522, -0.3407611862, 0.4202290903, 0.1422074062]","[-0.00240808532, 0.002587776575, -0.0005922758841, 0.0007119688294]","[0.001711760774, 0.002227452478, 0.002321779766, 0.003230547363]",0.0036541966077437565,0.005754625283267542,0.0002604408810787263,0.2817661283175768,0.3257944521849672,-0.002408085320200116,0.0017117607740360463,0.55,-0.34076118619609885,0.002587776574919869,0.002227452477691995,-0.35,0.42022909033653333,-0.000592275884125979,0.002321779766047389,0.25,0.14220740616152797,0.0007119688294170352,0.0032305473630640674,0.15
218,"[0.3259148565, -0.340890575, 0.4202587041, 0.1421718077]","[-0.002385880259, 0.002539551338, -0.0005630357129, 0.0006973304846]","[0.001711760844, 0.002227420413, 0.00232182971, 0.003230739101]",0.0035979194861660135,0.005740582902721466,0.0002600902500839789,0.28168500156986465,0.32591485645097723,-0.00238588025930246,0.0017117608436091904,0.55,-0.3408905750248448,0.002539551338018792,0.0022274204131928015,-0.35,0.4202587041307396,-0.0005630357129422502,0.0023218297097548847,0.25,0.1421718077200571,0.0006973304845785167,0.0032307391009756686,0.15
219,"[0.3260341505, -0.3410175526, 0.4202868559, 0.1421369412]","[-0.002364088701, 0.002492242804, -0.000534353678, 0.0006829582517]","[0.001711761004, 0.002227389071, 0.002321878551, 0.003230926273]",0.003542902116802554,0.0057274227298870035,0.00025975371023330873,0.28160402538226653,0.32603415046394235,-0.002364088701375971,0.0017117610041812912,0.55,-0.34101755259174577,0.0024922428040837366,0.0022273890705959047,-0.35,0.42028685591638676,-0.0005343536779629402,0.002321878550611638,0.25,0.14213694119582818,0.0006829582517334455,0.003230926272590084,0.15
220,"[0.3261523549, -0.3411421647, 0.4203135736, 0.1421027933]","[-0.002342702746, 0.002445833614, -0.0005062190837, 0.0006688474633]","[0.001711761245, 0.00222735843, 0.002321926298, 0.003231108947]",0.0034891220831239473,0.0057151086849260855,0.00025943062210427397,0.2815231938745386,0.3261523548990112,-0.0023427027458564962,0.0017117612449850065,0.55,-0.34114216473194997,0.002445833613640022,0.002227358430174505,-0.35,0.42031357360028493,-0.0005062190836961244,0.0023219262978100962,0.25,0.1421027932832415,0.0006688474633203543,0.003231108947163082,0.15
221,"[0.32626949, -0.3412644564, 0.4203388846, 0.1420693509]","[-0.002321714647, 0.002400306733, -0.0004786214456, 0.0006549935247]","[0.001711761556, 0.002227328473, 0.002321972961, 0.003231287193]",0.0034365573357573835,0.005703605719047699,0.0002591203724184583,0.28144250140416033,0.326269490036304,-0.002321714647460675,0.0017117615557993265,0.55,-0.341264456412632,0.0024003067329229607,0.0022273284728028175,-0.35,0.4203388845544697,-0.0004786214456431797,0.0023219729608183934,0.25,0.14206935091007547,0.0006549935246775935,0.0032312871933234395,0.15
222,"[0.3263855758, -0.3413844717, 0.4203628156, 0.1420366012]","[-0.002301116813, 0.002355645448, -0.0004515504858, 0.0006413919134]","[0.001711761927, 0.00222729918, 0.002322018549, 0.003231461079]",0.0033851861825932063,0.005692879809078111,0.00025882237302035166,0.2813619425571422,0.32638557576867705,-0.0023011168129245868,0.0017117619269264178,0.55,-0.3413844717492781,0.002355645447911157,0.0022272991799361717,-0.35,0.4203628156267519,-0.0004515504858382441,0.0023220185493584367,0.25,0.1420366012338416,0.0006413919133965181,0.003231461079059543,0.15
223,"[0.3265006316, -0.341502254, 0.4203853932, 0.1420045316]","[-0.002280901798, 0.002311833358, -0.0004249961285, 0.0006280381786]","[0.001711762349, 0.002227270534, 0.002322063073, 0.003231630672]",0.003334987279090354,0.005682897950249315,0.0002585360598952574,0.28128151213918123,0.3265006316093233,-0.0022809017978234927,0.001711762349169361,0.55,-0.34150225402167367,0.00231183335846262,0.002227270533591731,-0.35,0.4203853931510438,-0.00042499612850268773,0.0023220630733846634,0.25,0.14200453163817178,0.0006280381786461782,0.003231630671705767,0.15
224,"[0.3266146767, -0.3416178457, 0.420406643, 0.1419731297]","[-0.002261062303, 0.002268854373, -0.0003989484958, 0.0006149279405]","[0.001711762814, 0.002227242516, 0.002322106543, 0.003231796038]",0.003285939618781528,0.005673628147318792,0.00025826089222475893,0.2812012051671504,0.32661467669921446,-0.0022610623034652897,0.0017117628138107897,0.55,-0.3416178456895968,0.0022688543725507696,0.002227242516329964,-0.35,0.42040664295746893,-0.0003989484957988731,0.0023221065430641314,0.25,0.14197312972923948,0.0006149279404803473,0.0032317960379313936,0.15
225,"[0.3267277298, -0.3417312884, 0.4204265904, 0.1419423833]","[-0.002241591174, 0.002226692701, -0.0003733979037, 0.0006020568891]","[0.001711763313, 0.002227215111, 0.002322148969, 0.003231957244]",0.0032380225239872188,0.005665039404136027,0.000257996351478319,0.28112101686091034,0.32672772981438775,-0.0022415911738591166,0.0017117633125923704,0.55,-0.34173128840822437,0.0022266927006002095,0.002227215111236721,-0.35,0.4204265903822589,-0.0003733979036883155,0.0023221489687574263,0.25,0.14194238333221545,0.0006020568891229326,0.0032319572437299114,0.15
226,"[0.3268398094, -0.341842623, 0.4204452603, 0.1419122805]","[-0.002222481393, 0.00218533285, -0.0003483348579, 0.0005894207842]","[0.001711763838, 0.002227188302, 0.002322190361, 0.003232114354]",0.0031912156367432864,0.005657101711773094,0.0002577419405396491,0.2810409426354307,0.3268398093730807,-0.002222481392755476,0.0017117638376950937,0.55,-0.34184262304325436,0.002185332849919998,0.002227188301905958,-0.35,0.4204452602774433,-0.0003483348578893205,0.0023221903610004826,0.25,0.1419122804877593,0.0005894207842367847,0.003232114354409607,0.15
227,"[0.3269509334, -0.3419518897, 0.420462677, 0.1418828094]","[-0.002203726081, 0.002144759619, -0.0003237500499, 0.0005770154542]","[0.001711764382, 0.002227162072, 0.00232223073, 0.003232267435]",0.0031454989099483585,0.005649786035336716,0.0002574971828665322,0.2809609780932105,0.32695093344271847,-0.0022037260807557567,0.001711764381720356,0.55,-0.34195188968575035,0.002144759619233905,0.0022271620724230523,-0.35,0.42046267702033774,-0.0003237500499295625,0.002322230730487318,0.25,0.14188280944854748,0.000577015454175559,0.0032322674345850546,0.15
228,"[0.3270611197, -0.3420591277, 0.4204788645, 0.1418539587]","[-0.002185318492, 0.002104958093, -0.0002996343533, 0.0005648367952]","[0.001711764938, 0.002227136407, 0.002322270088, 0.003232416548]",0.0031008525987376327,0.0056430642995790575,0.0002572616216828248,0.28088111901698476,0.3270611197467563,-0.002185318492489125,0.0017117649376717984,0.55,-0.34205912766671204,0.0021049580933054377,0.0022271364073487183,-0.35,0.42047886452283423,-0.00029963435329142857,0.002322270088053653,0.25,0.1418539586758387,0.0005648367952236761,0.00323241654816984,0.15
229,"[0.3271703857, -0.3421643756, 0.4204938462, 0.1418257168]","[-0.002167252014, 0.002065913638, -0.0002759788197, 0.0005528807708]","[0.001711765499, 0.002227111292, 0.002322308445, 0.003232561758]",0.003057257252090595,0.005636909373422542,0.00025703481920143353,0.28080136136270867,0.32717038567138074,-0.002167252013856125,0.0017117654989378523,0.55,-0.3421643755713773,0.002065913637656847,0.002227111291703457,-0.35,0.4204938462404988,-0.00027597881965032094,0.002322308444661222,0.25,0.1418257168360775,0.0005528807708222221,0.0032325617583697703,0.15
230,"[0.3272787483, -0.3422676713, 0.4205076452, 0.1417980728]","[-0.002149520159, 0.002027611893, -0.0002527746752, 0.0005411434108]","[0.001711766059, 0.002227086711, 0.002322345811, 0.003232703128]",0.0030146937046771037,0.005631295053512179,0.00025681635587708826,0.2807217012528075,0.32727874827207354,-0.0021495201593340913,0.0017117660592750135,0.55,-0.34226767125326013,0.002027611893380571,0.002227086710952586,-0.35,0.4205076451814813,-0.00025277467519620026,0.002322345811383075,0.25,0.1417980727975364,0.0005411434107861005,0.003232703127677595,0.15
231,"[0.3273862243, -0.3423690518, 0.4205202839, 0.1417710156]","[-0.002132116569, 0.001990038772, -0.000230013317, 0.0005296208105]","[0.001711766613, 0.002227062651, 0.002322382199, 0.003232840718]",0.0029731430689516176,0.005626196046905131,0.00025660582968777294,0.28064213496968293,0.3273862242800402,-0.002132116569346559,0.0017117666127917587,0.55,-0.34236905184792915,0.0019900387720416463,0.002227062650991756,-0.35,0.4205202839152411,-0.000230013317045357,0.002322382199389401,0.25,0.1417710156269971,0.0005296208105103818,0.003232840717867921,0.15
232,"[0.3274928301, -0.3424685538, 0.4205317846, 0.1417445346]","[-0.002115035008, 0.001953180451, -0.0002076863097, 0.0005183091302]","[0.001711767154, 0.002227039098, 0.00232241762, 0.00323297459]",0.0029325867275001027,0.0056215879530049214,0.0002564028554437433,0.2805626589494658,0.32749283010850755,-0.0021150350076918835,0.0017117671539331164,0.55,-0.34246855378653124,0.0019531804506702005,0.0022270390981329745,-0.35,0.42053178458109336,-0.00020768630973270853,0.002322417619934156,0.25,0.14174453458647157,0.0005183091301693592,0.003232974589993094,0.15
233,"[0.3275985819, -0.3425662128, 0.4205421689, 0.1417186191]","[-0.002098269359, 0.001917023367, -0.0001857853818, 0.0005072045939]","[0.001711767677, 0.002227016039, 0.002322452084, 0.003233104804]",0.0028930063256465757,0.005617447244842217,0.00025620706412308157,0.2804832697760069,0.3275985818588921,-0.002098269359030331,0.0017117676774658645,0.55,-0.34256621280906474,0.001917023366841719,0.002227016039091142,-0.35,0.42054216889657997,-0.00018578538178386776,0.0023224520843424653,0.25,0.1417186191299631,0.0005072045939103925,0.0032331048043802288,0.15
234,"[0.3277034953, -0.342662064, 0.4205514582, 0.1416932589]","[-0.002081813626, 0.001881554214, -0.0001643024224, 0.000496303489]","[0.001711768178, 0.002226993461, 0.002322485604, 0.003233231421]",0.002854383764326705,0.005613751249800885,0.00025601810223277254,0.28040396417509567,0.3277034953268436,-0.0020818136264287284,0.0017117681784643082,0.55,-0.34266206397740684,0.0018815542138450531,0.0022269934609710123,-0.35,0.4205514581656692,-0.00016430242236805518,0.0023224856039985023,0.25,0.1416932589002676,0.000496303489040197,0.0032332314206282783,0.15
235,"[0.327807586, -0.3427561417, 0.4205596733, 0.1416684437]","[-0.002065661929, 0.001846759936, -0.000143229478, 0.0004856021652]","[0.001711768652, 0.002226971351, 0.00232251819, 0.003233354498]",0.002816701193233177,0.005610478129882523,0.0002558356311943501,0.2803247390088993,0.32780758600816506,-0.0020656619289596396,0.0017117686522966531,0.55,-0.3427561416880991,0.0018467599359355499,0.0022269713512546472,-0.35,0.4205596732867876,-0.00014322947802419513,0.002322518190334181,0.25,0.14166844372581558,0.0004856021652095288,0.0032333544976064265,0.15
236,"[0.3279108691, -0.3428484797, 0.4205668348, 0.1416441636]","[-0.002049808499, 0.001812627724, -0.0001225587495, 0.0004750970336]","[0.001711769095, 0.002226949698, 0.002322549855, 0.003233474093]",0.0027799410042405564,0.005607606861598146,0.0002556593267531715,0.280245591270614,0.32791086910461303,-0.002049808499355713,0.0017117690946118992,0.55,-0.34284847968489585,0.001812627723673253,0.002226949697789253,-0.35,0.42056683476068885,-0.0001225587494648187,0.0023225498548182263,0.25,0.1416441636175551,0.00047509703359188997,0.003233474093452309,0.15
237,"[0.3280133595, -0.3429391111, 0.4205729627, 0.1416204088]","[-0.002034247682, 0.001779145009, -0.0001022825884, 0.0004647845661]","[0.001711769501, 0.002226928489, 0.002322580609, 0.003233590266]",0.002744085825112289,0.005605117215570349,0.0002554888784104198,0.2801665180793189,0.32801335952958083,-0.0020342476817145285,0.0017117695013272969,0.55,-0.3429391110710795,0.0017791450093430296,0.0022269284887755066,-0.35,0.4205729626981621,-0.00010228258844643858,0.0023225806089461607,0.25,0.1416204087658755,0.0004647845660644799,0.003233590265572136,0.15
238,"[0.3281150719, -0.3430280683, 0.4205780768, 0.1415971695]","[-0.002018973929, 0.001746299462, -8.239349472e-05, 0.0004546612944]","[0.001711769869, 0.002226907713, 0.002322610464, 0.003233703071]",0.0027091185134987344,0.005602989735924164,0.00025532398887698443,0.2800875166750278,0.32811507191366657,-0.0020189739292568163,0.00171176986861628,0.55,-0.34302806832154664,0.0017462994624583366,0.00222690771275619,-0.35,0.4205780768275844,-8.239349471735867e-05,0.002322610464230378,0.25,0.1415971695375723,0.0004546612943817287,0.003233703070639523,0.15
239,"[0.3282160206, -0.3431153833, 0.4205821965, 0.1415744365]","[-0.002003981802, 0.001714078985, -6.288411303e-05, 0.0004447238094]","[0.001711770193, 0.002226887359, 0.002322639432, 0.003233812565]",0.002675022151226545,0.005601205719539621,0.0002551643735483763,0.2800085844139284,0.3282160206101294,-0.0020039818021324665,0.001711770192896914,0.55,-0.34311538329466956,0.0017140789853435355,0.002226887358605304,-0.35,0.42058219650232026,-6.288411302722067e-05,0.0023226394321911627,0.25,0.1415744364728532,0.0004447238093548197,0.003233812564596621,0.15
240,"[0.3283162197, -0.3432010872, 0.4205853407, 0.1415522003]","[-0.001989265965, 0.001682471709, -4.374723021e-05, 0.00043496876]","[0.001711770471, 0.002226867416, 0.002322667524, 0.003233918803]",0.00264178003888565,0.0055997471952339605,0.0002550097599998949,0.2799297187638038,0.328316219700236,-0.001989265965275212,0.0017117704708208008,0.55,-0.3432010872439367,0.00168247170879663,0.0022268674155175123,-0.35,0.4205853407079716,-4.37472302050115e-05,0.0023226675243480537,0.25,0.14155220028238547,0.00043496876002844723,0.0032339188026549405,0.15
241,"[0.328415683, -0.3432852108, 0.4205875281, 0.1415304518]","[-0.001974821186, 0.001651465988, -2.49757723e-05, 0.0004253928529]","[0.001711770699, 0.002226847873, 0.002322694752, 0.003234021839]",0.0026093756907170835,0.005598596902935646,0.000254859887501254,0.2798509172996291,0.32841568299849977,-0.001974821186305709,0.0017117706992624338,0.55,-0.3432852108293766,0.0016514659878297195,0.0022268478729979293,-0.35,0.42058752806948185,-2.4975772304548832e-05,0.0023226947522115497,0.25,0.14153045184438404,0.00042539285285811906,0.003234021839296294,0.15
242,"[0.3285144241, -0.3433677841, 0.4205887769, 0.1415091822]","[-0.001960642333, 0.001621050397, -6.562801808e-06, 0.0004159928509]","[0.001711770875, 0.002226828721, 0.002322721127, 0.003234121728]",0.0025777928298020445,0.005597738272908461,0.0002547145065499546,0.2797721776993361,0.32851442405781506,-0.001960642333478651,0.0017117708753089953,0.55,-0.34336778412876806,0.0016210503974859773,0.002226828720852302,-0.35,0.4205887768580971,-6.5628018081584094e-06,0.0023227211272755345,0.25,0.14150918220174113,0.0004159928508919429,0.0032341217282750253,0.15
243,"[0.3286124562, -0.3434488366, 0.420589105, 0.1414883826]","[-0.001946724374, 0.001591213729, 1.14984851e-05, 0.000406765573]","[0.001711770996, 0.002226809949, 0.002322746661, 0.003234218523]",0.002547015383555639,0.005597155405077769,0.00025457337842267104,0.27969349773974006,0.328612456174489,-0.0019467243736758866,0.0017117709962505675,0.55,-0.34344883664864234,0.0015912137287322778,0.0022268099491774907,-0.35,0.4205891049981875,1.1498485104755284e-05,0.0023227466610099457,0.25,0.14148838255919655,0.00040676557295267983,0.003234218522619997,0.15
244,"[0.3287097924, -0.3435283973, 0.4205885301, 0.1414680443]","[-0.00193306237, 0.001561944984, 2.921476123e-05, 0.0003977078928]","[0.00171177106, 0.002226791548, 0.002322771365, 0.003234312275]",0.0025170274795245887,0.005596833048507251,0.000254436274743979,0.27961487529262263,0.3287097923931728,-0.001933062370442418,0.0017117710595707376,0.55,-0.34352839733507895,0.001561944984425644,0.0022267915483522925,-0.35,0.42058853007393227,2.9214761231239094e-05,0.002322771364853964,0.25,0.1414680442805489,0.00039770789282489737,0.003234312274637382,0.15
